time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01,11.6,3.2,21.0,,,,2.3,,1021.9,
2020-01-02,14.5,5.4,22.8,,,21.0,2.6,,1021.6,
2020-01-03,15.2,8.4,23.8,,,31.0,1.9,,1019.2,
2020-01-04,14.4,8.8,24.3,,,325.0,3.1,,1017.9,
2020-01-05,15.0,7.8,22.4,,,316.0,4.4,,1018.3,
2020-01-06,16.0,10.7,22.0,,,13.0,3.2,,1019.2,
2020-01-07,15.8,12.4,19.9,0.0,,89.0,5.3,,1017.1,
2020-01-08,14.0,12.7,19.8,6.1,,79.0,5.6,,1014.9,
2020-01-09,11.2,9.2,15.4,10.9,,278.0,7.6,,1019.6,
2020-01-10,11.5,6.1,18.2,0.0,,276.0,7.8,,1020.5,
2020-01-11,12.8,6.6,20.7,,,,5.1,,1020.0,
2020-01-12,14.4,7.9,23.0,,,308.0,3.5,,1017.2,
2020-01-13,15.0,8.8,24.2,,,129.0,6.9,,1012.3,
2020-01-14,13.4,10.6,20.7,,,309.0,4.8,,1015.7,
2020-01-15,14.5,7.2,20.6,,,314.0,3.9,,1016.7,
2020-01-16,14.0,10.3,20.7,0.0,,315.0,4.4,,1015.8,
2020-01-17,14.0,12.0,18.2,6.1,,302.0,4.8,,1016.8,
2020-01-18,13.1,9.2,18.5,0.0,,338.0,2.9,,1018.8,
2020-01-19,11.8,7.8,18.5,,,270.0,7.5,,1019.7,
2020-01-20,12.7,9.1,17.5,,,290.0,6.3,,1018.7,
2020-01-21,14.4,10.0,20.8,,,66.0,2.6,,1019.0,
2020-01-22,13.5,7.9,21.0,,,275.0,6.3,,1021.0,
2020-01-23,14.9,9.8,20.8,,,277.0,12.6,,1019.5,
2020-01-24,14.0,9.6,21.4,,,275.0,12.1,,1017.1,
2020-01-25,12.4,5.6,21.9,,,331.0,3.3,,1017.2,
2020-01-26,15.5,7.7,23.4,,,317.0,3.4,,1015.3,
2020-01-27,16.3,9.3,23.5,,,34.0,3.5,,1012.7,
2020-01-28,16.8,11.3,23.8,6.1,,92.0,7.6,,1011.1,
2020-01-29,15.3,11.0,23.0,7.9,,319.0,4.8,,1016.8,
2020-01-30,14.4,8.8,21.4,0.0,,282.0,6.9,,1018.4,
2020-01-31,13.7,8.0,21.0,,,288.0,5.9,,1016.3,
2020-02-01,13.1,6.5,20.5,,,329.0,3.2,,1018.7,
2020-02-02,12.9,6.8,20.7,,,279.0,6.0,,1020.4,
2020-02-03,13.7,6.2,22.0,,,307.0,4.1,,1019.3,
2020-02-04,15.0,6.1,22.8,,,27.0,2.1,,1017.4,
2020-02-05,14.4,7.5,23.5,,,314.0,6.0,,1017.7,
2020-02-06,13.3,7.1,22.1,,,299.0,5.5,,1017.1,
2020-02-07,13.5,6.9,21.2,,,324.0,3.5,,1019.5,
2020-02-08,14.5,7.8,21.6,,,303.0,5.0,,1021.4,
2020-02-09,14.7,7.4,23.0,,,315.0,3.4,,1021.9,
2020-02-10,14.1,6.8,23.7,,,312.0,4.4,,1019.8,
2020-02-11,15.0,6.7,23.4,,,312.0,2.5,,1019.8,
2020-02-12,18.1,9.0,25.0,,,277.0,7.4,,1019.1,
2020-02-13,20.8,13.1,28.2,,,269.0,12.8,,1015.8,
2020-02-14,19.6,14.5,28.6,,,277.0,14.8,,1013.0,
2020-02-15,19.0,12.3,26.2,,,270.0,13.0,,1013.3,
2020-02-16,18.0,9.8,27.2,,,310.0,5.3,,1016.3,
2020-02-17,18.5,9.8,27.9,,,307.0,6.9,,1017.5,
2020-02-18,18.0,11.0,27.5,,,297.0,7.8,,1014.9,
2020-02-19,19.9,8.9,27.7,,,93.0,6.7,,1013.4,
2020-02-20,22.6,14.4,28.0,,,95.0,11.1,,1012.9,
2020-02-21,17.6,15.4,28.3,2.0,,76.0,11.3,,1016.6,
2020-02-22,19.4,13.8,25.2,0.0,,45.0,3.6,,1020.4,
2020-02-23,20.6,13.6,27.4,,,329.0,2.7,,1018.2,
2020-02-24,20.2,12.6,27.6,,,317.0,3.3,,1014.9,
2020-02-25,20.1,13.8,27.2,,,297.0,3.8,,1013.7,
2020-02-26,21.1,13.5,28.0,,,322.0,3.5,,1014.1,
2020-02-27,21.5,13.8,28.2,,,112.0,3.6,,1014.6,
2020-02-28,22.0,17.5,28.3,,,105.0,8.7,,1013.2,
2020-02-29,20.2,16.8,28.0,,,94.0,10.8,,1012.4,
2020-03-01,22.7,15.2,28.4,,,75.0,4.8,,1013.1,
2020-03-02,22.0,15.4,28.6,,,326.0,2.3,,1012.7,
2020-03-03,21.9,15.1,29.4,,,324.0,3.9,,1011.3,
2020-03-04,21.7,15.2,29.8,,,63.0,5.5,,1010.6,
2020-03-05,20.7,15.2,30.0,0.5,,100.0,10.3,,1010.5,
2020-03-06,17.1,14.8,27.8,20.1,,97.0,12.0,,1010.1,
2020-03-07,18.1,13.8,23.2,20.1,,104.0,6.1,,1014.1,
2020-03-08,18.8,11.9,25.2,99.1,,,4.9,,1016.1,
2020-03-09,19.1,13.2,25.8,0.0,,284.0,9.9,,1013.5,
2020-03-10,20.4,10.8,26.4,,,65.0,4.9,,1012.1,
2020-03-11,22.4,15.6,27.8,1.0,,100.0,10.9,,1009.7,
2020-03-12,22.5,15.5,28.2,1.0,,111.0,9.1,,1011.5,
