time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-01-01,7.9,4.7,10.1,0.0,,323.0,13.5,29.6,1035.7,
2019-01-02,5.4,4.6,5.6,0.0,,358.0,9.6,22.2,1043.1,
2019-01-03,4.8,3.6,5.6,0.0,,13.0,6.4,16.7,1043.2,
2019-01-04,3.3,1.6,4.6,0.0,,334.0,7.2,16.7,1042.3,
2019-01-05,5.1,4.6,6.6,0.0,,295.0,12.9,24.1,1039.1,
2019-01-06,7.8,5.6,9.6,0.0,,288.0,10.3,18.5,1036.8,
2019-01-07,9.7,8.6,11.6,0.0,,263.0,17.9,37.0,1032.2,
2019-01-08,6.2,1.3,8.5,0.0,,320.0,19.9,35.2,1028.1,
2019-01-09,4.6,2.6,5.6,0.0,,319.0,14.4,29.6,1029.8,
2019-01-10,3.7,1.6,5.6,0.0,,314.0,8.5,20.4,1030.6,
2019-01-11,7.6,6.6,8.6,0.0,,323.0,9.8,20.4,1030.2,
2019-01-12,9.1,7.6,10.6,0.0,,253.0,21.3,35.2,1023.0,
2019-01-13,10.9,9.6,11.6,0.0,,269.0,28.2,44.5,1014.2,
2019-01-14,8.4,7.6,9.6,0.0,,286.0,19.1,35.2,1020.2,
2019-01-15,7.4,3.6,9.6,0.0,,237.0,16.9,31.5,1019.3,
2019-01-16,8.1,4.6,9.6,0.0,,232.0,19.5,35.2,1005.8,
2019-01-17,4.1,2.6,5.6,5.1,,290.0,16.8,37.0,1011.3,
2019-01-18,3.4,0.6,6.6,0.3,,157.0,10.4,29.6,1016.4,
2019-01-19,3.7,1.6,4.6,0.0,,104.0,13.7,29.6,1009.9,
2019-01-20,2.0,0.6,4.6,0.0,,26.0,5.7,22.2,1017.9,
2019-01-21,2.8,-1.4,6.6,0.0,,230.0,9.0,25.9,1021.2,
2019-01-22,4.1,0.6,6.6,5.3,,256.0,12.4,31.5,1002.0,
2019-01-23,1.6,0.6,2.6,4.1,,329.0,10.1,27.8,1002.7,
2019-01-24,2.4,-0.4,4.6,1.0,,249.0,8.2,18.5,1011.7,
2019-01-25,7.2,2.6,11.6,0.5,,261.0,13.5,29.6,1013.9,
2019-01-26,8.8,7.6,10.6,0.5,,233.0,21.5,40.8,1002.3,
