time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-01-01,13.0,6.5,24.7,,,,,,,
2018-01-02,12.6,9.2,20.9,,,,5.1,,,
2018-01-03,12.0,8.9,16.9,,,,7.2,,,
2018-01-04,13.0,5.8,22.1,,,,6.6,,,
2018-01-05,12.4,8.9,22.1,,,114.0,7.7,,,
2018-01-06,12.2,5.0,21.6,,,,5.6,,,
2018-01-07,14.0,7.2,21.6,,,265.0,10.5,,1015.2,
2018-01-08,12.9,5.8,21.5,,,,6.5,,,
2018-01-09,13.0,5.0,22.5,,,,6.0,,,
2018-01-10,15.5,7.6,23.4,,,264.0,11.4,,,
2018-01-11,15.2,8.8,24.2,,,,,,,
2018-01-12,15.4,8.8,23.5,,,,7.1,,1016.1,
2018-01-13,14.4,6.3,24.5,,,,5.0,,1016.4,
2018-01-14,14.8,6.5,25.5,,,,5.9,,,
2018-01-15,15.5,7.2,25.8,,,,9.4,,1016.5,
2018-01-16,16.9,9.9,25.5,,,,,,,
2018-01-17,14.4,6.4,26.3,,,,10.0,,,
2018-01-18,16.9,7.8,27.5,,,,4.7,,,
2018-01-19,16.5,6.9,23.9,,,,6.6,,1016.2,
2018-01-20,15.0,8.8,25.7,,,,9.0,,,
2018-01-21,14.7,5.8,25.3,,,,,,,
2018-01-22,16.3,6.7,26.6,,,,6.5,,1013.2,
2018-01-23,13.4,10.2,26.0,0.0,,106.0,12.4,,,
2018-01-24,13.8,8.2,18.1,4.1,,,8.6,,,
2018-01-25,13.2,9.6,19.7,0.0,,,9.2,,,
2018-01-26,12.8,7.8,19.2,,,,6.6,,,
2018-01-27,13.8,9.9,20.1,,,,6.0,,,
2018-01-28,14.4,7.2,22.4,,,,6.4,,,
2018-01-29,15.1,7.8,25.3,,,,,,,
2018-01-30,17.7,10.6,27.5,,,274.0,12.7,,,
2018-01-31,18.0,10.7,27.7,,,264.0,12.9,,,
2018-02-01,19.5,11.8,28.1,,,,5.9,,,
2018-02-02,18.5,11.3,28.6,,,,8.0,,,
2018-02-03,16.8,10.1,27.3,,,,7.8,,,
