time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01,14.1,10.1,17.0,,,298.0,7.5,,1018.2,
2020-01-02,13.1,9.0,16.0,,,229.0,15.8,,1017.0,
2020-01-03,11.8,8.0,15.0,,,206.0,31.0,,1018.9,
2020-01-04,11.7,9.0,15.1,,,208.0,25.2,,1018.6,
2020-01-05,11.8,8.0,16.0,,,183.0,21.5,,1018.6,
2020-01-06,13.4,10.0,17.0,,,187.0,30.9,,1015.5,
2020-01-07,12.4,10.6,15.0,,,215.0,30.7,,1015.7,
2020-01-08,12.2,8.4,16.0,,,225.0,30.4,,1017.5,
2020-01-09,12.0,9.0,15.0,,,227.0,23.0,,1016.8,
2020-01-10,12.1,8.0,16.0,,,267.0,13.7,,1018.4,
2020-01-11,12.7,8.0,17.0,,,191.0,6.2,,1024.2,
2020-01-12,14.4,11.8,18.0,,,259.0,7.2,,1024.4,
2020-01-13,14.1,10.0,18.0,,,36.0,6.9,,1023.9,
2020-01-14,14.6,11.0,18.0,,,52.0,18.2,,1023.0,
2020-01-15,16.5,12.0,21.0,,,59.0,26.4,,1018.3,
2020-01-16,16.0,13.0,18.0,,,192.0,27.1,,1013.2,
2020-01-17,13.8,11.8,17.0,,,215.0,23.6,,1015.2,
2020-01-18,13.9,11.9,16.7,,,217.0,16.7,,1018.4,
2020-01-19,13.3,10.0,16.0,,,205.0,16.6,,1020.6,
2020-01-20,14.4,12.0,17.0,,,259.0,17.3,,1025.4,
2020-01-21,13.2,11.0,16.0,,,307.0,19.6,,1024.7,
2020-01-22,12.8,9.2,16.3,,,307.0,10.6,,1023.7,
2020-01-23,12.8,8.0,16.0,,,219.0,12.9,,1023.3,
2020-01-24,13.4,10.3,16.0,,,292.0,19.3,,1023.3,
2020-01-25,11.4,6.1,17.0,,,24.0,9.9,,1029.1,
2020-01-26,11.8,6.0,17.0,,,53.0,17.8,,1028.6,
2020-01-27,12.7,7.0,19.0,,,48.0,18.3,,1023.3,
2020-01-28,13.3,9.0,17.0,,,341.0,8.0,,1019.8,
2020-01-29,14.9,10.0,18.3,,,259.0,9.7,,1022.2,
2020-01-30,15.5,11.0,19.0,,,314.0,8.3,,1022.0,
2020-01-31,14.6,11.0,19.0,,,276.0,13.7,,1021.0,
2020-02-01,14.1,9.0,18.0,,,339.0,9.6,,1022.2,
2020-02-02,14.6,9.0,19.0,,,12.0,7.4,,1022.7,
2020-02-03,14.2,9.8,18.0,,,24.0,11.5,,1021.8,
2020-02-04,15.3,11.0,19.0,,,357.0,5.6,,1019.5,
2020-02-05,16.9,12.9,21.0,,,173.0,20.6,,1015.2,
2020-02-06,18.3,16.0,22.0,,,207.0,25.8,,1014.8,
2020-02-07,15.9,14.0,19.1,,,242.0,20.9,,1018.1,
2020-02-08,13.3,11.3,16.0,,,267.0,19.4,,1023.3,
2020-02-09,12.2,10.4,15.0,,,297.0,18.6,,1027.2,
2020-02-10,11.8,9.8,14.0,,,306.0,13.5,,1027.2,
2020-02-11,13.0,9.0,18.0,,,206.0,12.1,,1024.0,
2020-02-12,15.5,11.0,20.0,,,183.0,17.9,,1022.5,
2020-02-13,18.2,13.0,24.0,,,176.0,14.0,,1022.0,
2020-02-14,15.6,11.0,20.4,,,41.0,17.1,,1019.6,
2020-02-15,15.4,11.7,21.0,,,310.0,8.3,,1015.5,
2020-02-16,16.3,14.0,19.7,,,302.0,13.2,,1015.5,
2020-02-17,15.3,12.7,19.0,,,0.0,16.9,,1017.7,
2020-02-18,14.0,10.0,19.0,,,352.0,12.0,,1016.8,
2020-02-19,14.0,11.0,20.0,,,278.0,12.4,,1017.9,
2020-02-20,14.5,10.0,19.0,,,208.0,12.6,,1020.0,
2020-02-21,15.6,12.0,20.1,,,217.0,23.7,,1016.4,
2020-02-22,14.2,11.0,17.0,,,254.0,10.9,,1018.9,
2020-02-23,14.9,11.8,18.0,,,18.0,8.3,,1017.8,
2020-02-24,11.6,9.0,16.0,,,11.0,12.1,,1015.6,
2020-02-25,15.0,11.0,20.0,,,264.0,11.6,,1018.1,
2020-02-26,17.3,12.9,22.0,,,189.0,9.1,,1020.5,
2020-02-27,19.8,13.4,25.0,,,155.0,6.5,,1018.9,
2020-02-28,20.9,16.0,26.0,,,282.0,11.0,,1015.7,
2020-02-29,17.1,14.0,21.0,,,274.0,18.1,,1016.8,
2020-03-01,15.4,12.5,19.0,,,302.0,15.3,,1019.9,
2020-03-02,15.3,11.0,20.0,,,31.0,11.6,,1021.3,
2020-03-03,16.4,11.0,23.0,,,45.0,22.3,,1019.2,
2020-03-04,18.9,11.0,26.2,,,245.0,10.5,,1013.7,
2020-03-05,22.0,19.0,26.0,,,178.0,20.6,,1010.2,
2020-03-06,17.8,15.9,20.0,,,278.0,20.1,,1012.8,
2020-03-07,17.5,14.0,22.0,,,16.0,13.0,,1019.0,
2020-03-08,18.1,12.0,25.0,,,43.0,22.7,,1017.9,
2020-03-09,21.1,14.7,30.0,,,261.0,18.2,,1012.2,
2020-03-10,16.5,12.0,21.0,,,17.0,17.7,,1016.2,
2020-03-11,17.2,13.0,23.0,,,30.0,30.1,,1011.8,
2020-03-12,15.6,13.4,17.0,,,48.0,29.3,,1003.7,
2020-03-13,15.3,12.0,18.2,,,224.0,26.0,,998.7,
2020-03-14,18.8,16.0,22.1,,,281.0,11.5,,1013.8,
2020-03-15,19.5,15.7,24.0,,,182.0,11.0,,1016.4,
2020-03-16,20.3,15.1,26.0,,,251.0,14.0,,1014.9,
2020-03-17,15.4,12.2,18.3,,,293.0,23.4,,1015.7,
2020-03-18,14.7,11.0,19.0,,,265.0,20.8,,1017.1,
2020-03-19,14.9,12.0,19.0,,,263.0,20.5,,1017.9,
2020-03-20,13.6,11.0,17.0,,,249.0,21.4,,1016.1,
2020-03-21,13.9,10.0,18.0,,,306.0,14.9,,1015.9,
2020-03-22,15.9,10.0,21.0,,,62.0,10.2,,1016.8,
2020-03-23,22.4,16.0,27.9,,,162.0,24.0,,1009.8,
2020-03-24,19.9,16.0,25.0,,,290.0,12.8,,1010.6,
2020-03-25,17.7,13.9,22.0,,,23.0,18.0,,1013.0,
2020-03-26,19.9,15.5,28.0,,,41.0,22.9,,1007.4,
2020-03-27,20.2,16.7,25.2,,,6.0,24.1,,1007.3,
2020-03-28,17.8,15.0,21.2,,,318.0,15.1,,1016.3,
2020-03-29,19.8,13.0,26.0,,,193.0,12.4,,1015.5,
2020-03-30,24.2,18.0,30.0,,,165.0,19.1,,1010.7,
2020-03-31,25.5,18.0,30.3,,,220.0,32.6,,1007.9,
2020-04-01,19.3,15.8,24.0,,,271.0,15.7,,1014.4,
2020-04-02,19.6,14.9,24.0,,,344.0,11.0,,1015.5,
2020-04-03,22.5,17.0,28.0,,,63.0,16.9,,1015.4,
2020-04-04,26.9,19.0,34.2,,,116.0,26.1,,1011.0,
2020-04-05,25.0,18.9,31.0,,,276.0,22.8,,1011.4,
2020-04-06,19.4,16.0,23.7,,,6.0,15.7,,1016.6,
2020-04-07,18.1,14.0,23.0,,,358.0,14.5,,1016.4,
2020-04-08,18.5,14.0,22.0,,,359.0,12.3,,1015.8,
2020-04-09,18.9,16.0,23.0,,,346.0,12.8,,1014.4,
2020-04-10,17.4,14.5,22.0,,,271.0,15.9,,1014.9,
2020-04-11,18.3,14.0,23.0,,,307.0,11.5,,1016.9,
2020-04-12,19.1,15.0,24.0,,,3.0,14.7,,1018.5,
2020-04-13,19.2,14.4,24.0,,,26.0,16.3,,1017.8,
2020-04-14,19.6,15.0,26.0,,,8.0,19.2,,1017.5,
