time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01,28.3,24.6,32.6,0.0,,338.0,11.3,,1005.7,
2020-01-02,26.4,22.6,29.6,0.0,,108.0,14.4,,1006.0,
2020-01-03,24.6,23.6,26.6,5.1,,342.0,10.8,,1008.8,
2020-01-04,25.1,23.6,27.6,18.0,,151.0,11.8,,1007.5,
2020-01-05,25.0,23.6,27.6,1.0,,137.0,13.0,,1007.0,
2020-01-06,25.8,22.6,28.6,1.0,,340.0,12.5,,1007.4,
2020-01-07,26.9,24.6,29.6,0.0,,359.0,14.4,,1008.0,
2020-01-08,26.5,24.6,30.6,0.0,,25.0,12.4,,1009.3,
2020-01-09,26.9,24.6,29.6,2.0,,89.0,13.7,,1009.9,
2020-01-10,27.1,24.6,29.6,0.0,,149.0,12.4,,1009.3,
2020-01-11,28.8,24.6,32.6,0.0,,77.0,13.4,,1007.7,
2020-01-12,28.6,25.6,31.6,0.0,,177.0,13.1,,1010.3,
2020-01-13,25.1,23.6,26.6,16.0,,164.0,7.7,,1013.4,
2020-01-14,25.1,23.6,26.6,0.0,,128.0,11.2,,1014.6,
2020-01-15,26.2,23.6,28.6,0.0,,91.0,9.4,,1011.9,
2020-01-16,27.9,24.6,32.6,0.0,,344.0,11.8,,1010.1,
2020-01-17,24.7,21.6,28.6,6.1,,188.0,19.1,,1015.9,
2020-01-18,22.8,20.6,24.6,9.9,,79.0,8.5,,1018.7,
2020-01-19,24.3,22.6,25.6,0.0,,120.0,11.9,,1015.8,
2020-01-20,24.4,22.6,26.6,0.0,,146.0,11.7,,1012.7,
2020-01-21,24.3,22.6,26.6,0.0,,115.0,11.1,,1009.9,
2020-01-22,24.7,22.6,26.6,0.0,,119.0,13.6,,1009.0,
2020-01-23,23.7,22.6,24.6,,,121.0,8.7,,1007.1,
2020-01-24,23.2,21.6,25.6,13.0,,119.0,7.6,,1004.1,
2020-01-25,24.6,22.6,27.6,1.0,,239.0,13.4,,1008.4,
2020-01-26,24.6,21.6,26.6,0.0,,214.0,14.7,,1010.7,
2020-01-27,26.1,22.6,30.6,0.0,,106.0,10.4,,1010.0,
2020-01-28,26.4,24.6,29.6,0.0,,119.0,14.3,,1010.1,
2020-01-29,26.7,24.6,29.6,0.0,,143.0,13.6,,1011.1,
2020-01-30,27.5,23.6,31.6,0.0,,132.0,12.4,,1010.9,
2020-01-31,27.7,24.6,33.6,4.1,,16.0,11.8,,1010.9,
2020-02-01,27.5,25.6,30.6,0.0,,53.0,12.6,,1011.3,
2020-02-02,26.7,24.6,28.6,3.0,,158.0,12.8,,1013.1,
2020-02-03,26.2,22.6,29.6,22.1,,208.0,11.7,,1012.0,
