time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01,15.3,9.9,21.0,0.0,0.0,94.0,2.5,,1015.7,
2020-01-02,14.9,10.5,20.5,0.0,0.0,6.0,2.3,,1014.6,
2020-01-03,16.2,11.0,23.8,0.0,0.0,352.0,1.3,,1022.6,
2020-01-04,14.8,9.9,21.6,0.0,0.0,328.0,0.9,,1025.9,
2020-01-05,14.6,9.3,21.6,0.0,0.0,342.0,1.0,,1024.2,
2020-01-06,17.1,8.8,25.5,0.0,0.0,44.0,1.0,,1024.1,
2020-01-07,17.7,13.2,26.0,0.0,0.0,17.0,4.0,,1019.1,
2020-01-08,14.4,12.1,18.2,0.0,0.0,64.0,2.7,,1015.6,
2020-01-09,14.0,11.0,17.1,0.0,0.0,348.0,2.5,,1015.0,
2020-01-10,13.3,8.8,18.8,0.0,0.0,343.0,1.6,,1022.1,
2020-01-11,12.8,7.7,18.2,0.0,0.0,104.0,1.5,,1020.3,
2020-01-12,13.6,10.5,18.2,0.0,0.0,349.0,1.9,,1018.1,
2020-01-13,13.6,9.3,18.2,0.0,0.0,337.0,1.1,,1018.9,
2020-01-14,13.0,8.8,17.7,0.0,0.0,318.0,0.8,,1019.0,
2020-01-15,13.1,8.8,19.3,0.0,0.0,343.0,0.5,,1016.0,
2020-01-16,13.2,9.9,16.6,6.6,0.0,61.0,1.9,,1017.3,
2020-01-17,12.9,9.3,17.7,1.8,0.0,338.0,3.3,,1022.1,
2020-01-18,15.5,9.9,22.7,0.0,0.0,2.0,2.3,,1021.5,
2020-01-19,17.3,12.1,24.9,0.0,0.0,9.0,3.5,,1018.4,
2020-01-20,15.9,13.8,18.2,0.0,0.0,341.0,3.0,,1017.7,
2020-01-21,15.3,12.7,18.2,0.5,0.0,257.0,6.8,,1020.7,
2020-01-22,14.6,11.0,18.8,0.0,0.0,326.0,0.7,,1021.2,
2020-01-23,16.5,11.0,24.3,0.0,0.0,292.0,2.4,,1018.6,
2020-01-24,16.5,11.6,23.8,0.0,0.0,0.0,1.5,,1015.9,
2020-01-25,15.1,12.1,21.6,0.0,0.0,358.0,4.3,,1017.4,
2020-01-26,15.1,13.8,17.1,0.0,0.0,183.0,2.3,,1020.8,
2020-01-27,16.5,11.6,22.1,0.0,0.0,9.0,2.4,,1021.8,
2020-01-28,18.5,13.2,24.3,0.0,0.0,308.0,5.8,,1019.5,
2020-01-29,19.8,15.5,24.9,0.0,0.0,339.0,5.4,,1015.7,
2020-01-30,17.4,11.6,23.8,0.0,0.0,350.0,1.3,,1018.6,
2020-01-31,18.5,10.5,28.2,0.0,0.0,336.0,1.3,,1022.1,
2020-02-01,20.4,12.7,29.3,0.0,0.0,355.0,2.6,,1021.1,
2020-02-02,17.2,12.7,21.6,0.0,0.0,325.0,3.7,,1013.1,
2020-02-03,13.5,10.5,16.6,0.0,0.0,343.0,13.6,,1011.9,
2020-02-04,11.2,5.5,16.0,0.0,0.0,197.0,1.2,,1019.4,
2020-02-05,12.3,7.1,17.1,0.0,0.0,321.0,4.8,,1021.3,
2020-02-06,13.5,8.2,18.8,0.0,0.0,340.0,4.2,,1019.9,
2020-02-07,14.2,8.8,19.9,0.0,0.0,277.0,2.2,,1018.1,
2020-02-08,14.6,11.0,21.0,0.0,0.0,330.0,2.0,,1015.4,
2020-02-09,14.5,13.2,16.0,0.0,0.0,84.0,4.6,,1010.1,
2020-02-10,17.8,11.0,23.8,0.0,0.0,350.0,3.8,,1010.1,
2020-02-11,16.9,11.6,23.2,0.0,0.0,238.0,13.7,,1015.1,
2020-02-12,15.1,10.5,20.5,0.0,0.0,337.0,4.4,,1018.1,
2020-02-13,15.0,9.9,21.0,0.0,0.0,325.0,1.8,,1017.5,
2020-02-14,14.8,9.9,21.0,0.0,0.0,309.0,1.0,,1017.7,
2020-02-15,14.9,9.3,20.5,0.0,0.0,323.0,1.4,,1020.6,
2020-02-16,15.4,10.5,21.0,0.0,0.0,329.0,0.8,,1019.0,
2020-02-17,15.3,10.5,21.0,0.0,0.0,328.0,5.0,,1014.0,
2020-02-18,16.4,13.2,22.1,0.0,0.0,269.0,2.1,,1015.0,
2020-02-19,17.2,14.3,21.0,0.0,0.0,266.0,2.3,,1017.0,
2020-02-20,18.2,11.6,27.1,0.0,0.0,303.0,2.0,,1017.6,
2020-02-21,19.4,14.3,26.0,0.0,0.0,48.0,3.4,,1015.5,
2020-02-22,16.5,14.9,18.8,0.0,0.0,220.0,3.9,,1017.5,
2020-02-23,15.7,12.1,19.3,0.0,0.0,312.0,5.6,,1023.8,
2020-02-24,15.8,11.0,21.6,0.0,0.0,327.0,0.9,,1021.6,
2020-02-25,19.6,11.6,27.7,0.0,0.0,327.0,1.1,,1021.3,
2020-02-26,19.1,12.1,26.6,0.0,0.0,331.0,1.4,,1023.6,
