time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-01-01,25.9,21.5,31.4,8.8,,21.0,13.2,,1010.8,
2019-01-02,24.7,21.2,29.6,0.0,,110.0,15.0,,1011.0,
2019-01-03,23.8,21.2,28.6,0.0,,109.0,15.1,,1012.6,
2019-01-04,24.8,20.7,32.0,0.0,,31.0,16.5,,1011.8,
2019-01-05,26.1,22.4,37.6,0.0,,306.0,17.6,,1009.1,
2019-01-06,19.9,17.7,21.8,26.2,,171.0,22.4,,1016.4,
2019-01-07,21.3,18.1,25.4,0.0,,118.0,12.9,,1018.8,
2019-01-08,23.7,20.5,28.2,0.6,,36.0,13.5,,1013.1,
2019-01-09,23.6,20.6,30.2,4.8,,212.0,17.5,,1011.7,
2019-01-10,22.0,20.7,22.1,0.0,,160.0,17.6,,1017.1,
2019-01-11,23.2,20.1,27.7,0.8,,93.0,13.7,,1017.5,
2019-01-12,25.2,20.5,28.6,3.8,,19.0,13.7,,1015.5,
2019-01-13,24.0,21.6,27.6,0.0,,162.0,17.5,,1018.7,
2019-01-14,24.2,21.4,28.2,0.0,,43.0,16.4,,1017.0,
2019-01-15,25.4,22.3,28.8,0.0,,33.0,18.0,,1011.9,
2019-01-16,26.0,22.0,30.1,0.0,,74.0,14.7,,1009.7,
2019-01-17,26.2,22.6,28.8,0.0,,81.0,16.4,,1010.8,
2019-01-18,26.4,22.6,32.2,0.0,,51.0,15.8,,1009.8,
2019-01-19,24.3,23.3,26.2,0.0,,189.0,20.1,,1015.5,
2019-01-20,23.0,20.6,26.4,0.0,,133.0,14.7,,1019.6,
2019-01-21,23.8,21.7,26.4,0.4,,90.0,12.0,,1017.7,
2019-01-22,25.6,21.9,29.1,0.2,,13.0,14.4,,1014.0,
2019-01-23,25.6,22.0,29.6,0.4,,220.0,16.7,,1012.0,
2019-01-24,23.8,21.7,27.8,0.0,,166.0,17.4,,1015.7,
2019-01-25,26.4,21.9,30.0,0.0,,1.0,15.6,,1012.2,
2019-01-26,26.9,23.0,34.9,0.0,,141.0,13.9,,1007.8,
2019-01-27,26.2,23.0,34.2,0.0,,208.0,16.4,,1008.0,
2019-01-28,24.9,22.5,30.4,2.8,,152.0,18.8,,1014.2,
2019-01-29,26.1,22.7,29.4,0.0,,37.0,17.1,,1013.1,
