time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-01-01,13.7,9.7,20.3,0.0,0.0,,2.2,,1020.4,
2018-01-02,15.5,11.9,23.0,0.0,0.0,,3.6,,1019.6,
2018-01-03,15.9,11.9,23.0,0.0,0.0,,2.1,,1017.5,
2018-01-04,16.6,12.5,23.0,0.0,0.0,,4.3,,1019.9,
2018-01-05,16.2,13.0,20.8,0.0,0.0,,5.2,,1021.7,
2018-01-06,15.7,14.1,17.5,0.0,0.0,,5.5,,1020.0,
2018-01-07,16.6,15.3,21.4,0.0,0.0,,4.7,,1017.8,
2018-01-08,17.0,15.8,19.1,7.1,0.0,,4.4,,1013.0,
2018-01-09,13.8,11.4,16.9,28.4,0.0,,10.6,,,
2018-01-10,13.6,10.3,18.6,0.0,0.0,,4.3,,1016.8,
2018-01-11,14.3,10.3,18.6,0.0,0.0,,2.9,,1022.2,
2018-01-12,14.5,11.4,20.3,0.0,0.0,,2.9,,1020.8,
2018-01-13,20.2,12.5,29.7,0.0,0.0,,1.7,,1019.3,
2018-01-14,19.8,14.7,27.5,0.0,0.0,,3.0,,1019.4,
2018-01-15,15.0,11.4,19.1,0.0,0.0,,4.5,,1019.3,
2018-01-16,15.6,11.4,20.8,0.0,0.0,,3.5,,1020.2,
2018-01-17,16.5,11.9,22.5,0.0,0.0,,2.6,,1020.2,
2018-01-18,16.8,12.5,21.9,0.0,0.0,,3.7,,1018.0,
2018-01-19,14.7,13.0,16.9,0.0,0.0,,6.6,,1015.0,
2018-01-20,13.6,11.4,16.9,0.0,0.0,324.0,13.1,,1017.0,
2018-01-21,12.1,7.5,16.9,0.0,0.0,348.0,3.6,,1024.5,
2018-01-22,13.3,7.5,19.1,0.0,0.0,,2.7,,1023.2,
2018-01-23,15.3,9.1,23.6,0.0,0.0,,3.0,,1020.6,
2018-01-24,16.1,10.8,23.0,0.0,0.0,,5.7,,1018.7,
2018-01-25,13.2,9.1,16.4,0.0,0.0,,6.9,,1018.1,
2018-01-26,13.4,8.6,18.6,0.0,0.0,,10.4,,1022.0,
2018-01-27,15.5,9.1,23.6,0.0,0.0,,2.6,,1022.0,
2018-01-28,18.7,10.3,27.5,0.0,0.0,,3.2,,1020.6,
2018-01-29,20.8,11.4,31.4,0.0,0.0,,2.5,,1018.8,
2018-01-30,20.2,14.1,26.9,0.0,0.0,,2.5,,1016.4,
2018-01-31,18.2,12.6,25.4,0.0,0.0,,8.3,,,
2018-02-01,16.7,11.4,23.6,0.0,,,3.6,,1015.8,
2018-02-02,17.7,11.4,25.8,0.0,0.0,,3.0,,1018.1,
2018-02-03,16.7,11.4,24.1,0.0,0.0,,3.8,,1018.0,
2018-02-04,16.7,11.4,24.1,0.0,0.0,,4.2,,1016.8,
2018-02-05,15.0,11.9,21.4,0.0,0.0,,4.7,,1014.4,
2018-02-06,15.1,12.5,20.3,0.0,0.0,,5.8,,1016.2,
2018-02-07,16.5,10.8,26.9,0.0,0.0,,4.2,,1021.2,
2018-02-08,17.5,10.8,26.4,0.0,0.0,,3.2,,1018.5,
2018-02-09,15.2,11.9,20.3,0.0,0.0,117.0,5.4,,1014.8,
2018-02-10,15.2,13.6,16.9,0.0,0.0,,6.6,,1012.4,
2018-02-11,14.8,9.7,20.3,0.0,0.0,,5.0,,1012.2,
2018-02-12,13.7,11.9,16.4,1.0,0.0,245.0,8.6,,1011.5,
2018-02-13,14.0,10.3,18.0,0.0,0.0,99.0,6.0,,1019.1,
2018-02-14,15.9,13.0,19.1,0.0,0.0,,5.2,,1019.1,
2018-02-15,15.7,10.8,20.3,0.0,0.0,,5.5,,1019.1,
2018-02-16,16.1,10.8,23.0,0.0,0.0,330.0,5.8,,1019.9,
2018-02-17,15.9,10.3,22.5,0.0,0.0,229.0,5.0,,1018.8,
2018-02-18,14.1,10.3,18.0,0.0,0.0,250.0,8.3,,1014.2,
2018-02-19,11.7,9.7,14.1,0.0,0.0,307.0,23.8,,1013.1,
2018-02-20,10.4,5.3,14.1,0.0,0.0,326.0,7.7,,1019.8,
2018-02-21,11.4,8.0,14.7,0.0,0.0,347.0,8.1,,1020.4,
2018-02-22,11.2,7.5,14.7,0.0,0.0,261.0,9.3,,1022.5,
2018-02-23,11.0,8.0,14.1,0.0,0.0,317.0,12.8,,1022.8,
2018-02-24,10.8,5.8,15.3,0.0,0.0,271.0,7.1,,1025.2,
2018-02-25,12.8,7.5,19.7,0.0,0.0,,6.6,,1021.7,
2018-02-26,12.1,6.9,16.9,3.1,0.0,,8.9,,1015.5,
2018-02-27,10.2,8.0,11.9,0.0,0.0,278.0,6.6,,1015.1,
2018-02-28,10.8,6.4,15.3,0.0,0.0,127.0,6.0,,1022.1,
2018-03-01,12.1,8.6,15.3,0.0,0.0,209.0,8.9,,1021.8,
2018-03-02,12.3,10.3,15.3,9.7,0.0,,10.5,,,
2018-03-03,12.7,10.8,15.3,2.5,0.0,255.0,10.3,,1018.0,
2018-03-04,11.8,6.9,16.4,0.0,0.0,,6.4,,1021.6,
2018-03-05,14.6,7.5,22.5,0.0,0.0,,4.8,,1019.8,
2018-03-06,16.9,11.4,24.1,0.0,0.0,,6.5,,1017.3,
2018-03-07,15.2,11.4,21.4,0.0,0.0,,3.6,,1017.0,
2018-03-08,15.4,10.8,21.4,0.0,0.0,218.0,5.3,,1017.1,
2018-03-09,15.1,12.5,19.1,0.0,0.0,114.0,7.0,,1015.2,
2018-03-10,14.5,13.6,15.3,14.2,0.0,152.0,6.5,,1014.8,
2018-03-11,14.7,13.7,19.8,0.8,0.0,,9.4,,,
2018-03-12,15.9,14.7,18.6,0.0,0.0,286.0,7.1,,1018.4,
2018-03-13,16.0,14.1,18.6,0.8,0.0,,6.3,,1017.1,
2018-03-14,14.9,13.0,17.5,1.0,0.0,247.0,14.2,,1016.1,
2018-03-15,14.4,11.9,16.9,1.8,0.0,260.0,13.3,,1015.2,
2018-03-16,13.0,10.8,15.8,5.6,0.0,226.0,12.5,,1016.4,
2018-03-17,13.0,11.4,15.3,0.0,0.0,266.0,14.3,,1016.4,
2018-03-18,12.4,7.7,16.4,0.0,0.0,,11.2,,1019.6,
2018-03-19,15.3,10.3,21.4,0.0,0.0,,10.8,,1017.9,
2018-03-20,16.0,13.0,19.7,0.0,0.0,252.0,6.4,,1016.1,
2018-03-21,16.2,13.6,18.6,3.3,0.0,45.0,2.2,,1015.8,
2018-03-22,15.8,13.6,17.5,12.4,0.0,,7.1,,1016.4,
2018-03-23,15.1,13.6,18.0,0.5,0.0,,9.1,,,
2018-03-24,13.9,11.4,17.5,0.0,0.0,231.0,12.1,,1016.9,
2018-03-25,13.5,9.7,16.4,0.0,0.0,305.0,8.6,,1016.2,
2018-03-26,15.1,10.3,20.3,0.0,0.0,,9.0,,1016.2,
2018-03-27,17.2,10.3,24.1,0.0,0.0,253.0,9.3,,1018.2,
2018-03-28,16.0,11.9,20.8,0.0,0.0,213.0,6.6,,1019.0,
2018-03-29,14.6,11.9,18.6,0.0,0.0,266.0,5.7,,1017.5,
2018-03-30,13.9,10.8,18.0,0.0,0.0,,7.9,,1017.6,
2018-03-31,13.4,10.8,17.5,0.0,0.0,,8.5,,,
2018-04-01,14.5,12.5,16.9,0.0,0.0,,5.1,,1013.6,
2018-04-02,15.6,14.1,18.0,0.0,0.0,202.0,8.1,,1011.8,
2018-04-03,15.5,13.6,19.1,0.0,0.0,258.0,9.0,,1014.8,
2018-04-04,14.1,12.5,16.9,0.0,0.0,,7.7,,1017.3,
2018-04-05,14.8,13.6,16.9,0.0,0.0,,6.4,,,
2018-04-06,15.9,13.6,19.1,0.0,0.0,,8.3,,1015.2,
2018-04-07,16.6,14.7,19.1,0.0,0.0,226.0,8.3,,,
2018-04-08,17.1,12.5,23.0,0.0,0.0,227.0,6.2,,1014.1,
2018-04-09,21.3,13.6,31.9,0.0,0.0,,5.9,,1013.3,
2018-04-10,20.8,16.4,28.6,0.0,0.0,,6.8,,1015.5,
2018-04-11,17.7,14.7,24.1,0.0,0.0,,10.3,,1014.3,
2018-04-12,16.6,13.0,20.3,0.0,0.0,299.0,23.8,,1016.8,
2018-04-13,18.2,14.1,24.1,0.0,0.0,317.0,8.9,,1021.2,
2018-04-14,19.8,13.0,27.5,0.0,0.0,267.0,7.5,,1021.1,
2018-04-15,16.8,12.5,23.6,0.0,0.0,,6.8,,1015.5,
2018-04-16,14.3,11.9,17.5,0.0,0.0,267.0,21.7,,1016.4,
2018-04-17,14.8,10.8,18.6,0.0,0.0,,11.6,,1020.0,
2018-04-18,15.1,11.4,18.6,0.0,0.0,207.0,10.3,,1016.9,
2018-04-19,13.3,10.8,16.4,1.3,0.0,252.0,13.7,,1016.8,
2018-04-20,15.2,11.9,21.4,0.0,0.0,,10.1,,1018.8,
2018-04-21,17.0,11.4,23.6,0.0,0.0,261.0,7.5,,1016.7,
2018-04-22,17.3,13.6,22.5,0.0,0.0,,6.9,,1013.7,
2018-04-23,15.7,13.0,21.4,0.0,0.0,,7.5,,1015.5,
2018-04-24,14.4,11.9,18.0,0.0,0.0,,7.7,,1016.4,
2018-04-25,14.9,12.5,18.0,0.0,0.0,,10.7,,1017.5,
2018-04-26,14.9,13.0,18.0,0.0,0.0,,11.3,,1016.5,
2018-04-27,15.4,13.0,18.0,0.0,0.0,,12.6,,1015.9,
2018-04-28,16.0,13.0,19.7,0.0,0.0,,10.5,,1014.0,
2018-04-29,15.7,13.0,18.6,0.0,0.0,,10.2,,1014.7,
2018-04-30,15.4,14.1,18.0,0.0,0.0,218.0,11.8,,1014.5,
2018-05-01,13.8,12.5,15.8,0.3,0.0,241.0,9.1,,1012.4,
2018-05-02,14.4,12.5,17.5,0.0,0.0,,8.6,,1016.3,
